3,4,5,6,7,8,10,11,12,13,15,16,17,18,19,21,22,23,24,25,26,27,28,29,33,34,35,36,37,38,39,40
1,0,1,preprocessing,Preprocessing,Preprocessing,Brain extraction,BET manual edit,,,bet_manual_edit,bet manual edit,bet manual edit,,,0,Describe any eventual manual editing done to the brainmask.,,char,,operation_performed == brain_extraction,no default,,,,,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,Segmentation,segmentation software,,,segmentation_software,segmentation software,segmentation software,,,0,Software used for segmentation,,mri_software,,operation_performed == segmentation_used,SPM,FSL,,,,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,Segmentation,segmentation version,,,segmentation_version,segmentation version,segmentation version,,,0,Software version used for the segmentation,,char,,operation_performed == segmentation_used,no default,,,,,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,Segmentation,segmentation method,,,segmentation_method,segmentation method,segmentation method,,,0,Method used for segmentation,"For structural images, method used to extract gray, white, CSF and other tissue classes",char,,operation_performed == segmentation_used,Unified segmentation,FAST,,,,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,Segmentation,segmentation parameters,,,segmentation_parameters,segmentation parameters,segmentation parameters,,,0,What parameters were used for the segmentation?,,char,,operation_performed == segmentation_used,"Bias regularisation: light regularisation (0.001) 
Bias FWHM: 60mm cutoff
Save Bias Corrected: Save Nothing
MRF Parameter: 1
Clean Up: Light Clean
Warping Regularisation: [0 0.001 0.5 0.05 0.2]
Affine Regularisation: ICBM space template - European brains
Smoothness: 0
Sampling distance: 3
Deformation Fields: None
","Number of input channels: 1; 
Image type: T1-weighted; 
Number of classes: 3; 
Output images: partial volume maps [check];
Advanced options:
Main MRF parameter 0.1
Number of iterations for bias field removal: 4
Bias field smoothing (FWHM in mm): 20.0
Standard to input FLIRT transform: opt/fsl/6.0.1/etc/firtsch/ident.mat",,,,,,,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,Slice time correction,STC software,,,stc_software,stc software,stc software,,,0,Software used for slice timing,Slice timING correction,mri_software,,~single_preprocessing_software | operation_performed == stc,SPM,FSL,,,slice_timing_correction_software,,,,,,
1,0,0,preprocessing,Preprocessing,Preprocessing,Slice time correction,STC version,,,stc_version,stc version,stc version,,,0,Software version used for slice timing,Slice timING correction,char,,~single_preprocessing_software | operation_performed == stc,no default,,,,,,,,,,
1,0,0,preprocessing,Preprocessing,Preprocessing,Slice time correction,STC method,,,stc_method,stc method,stc method,,,0,Method used for the slice timing,Slice timING correction,char,,operation_performed == stc,?,default: none,,,,,,,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,Slice time correction,STC reference,,,stc_reference,stc reference,stc reference,,,0,What slice was used as reference for the slice timing?,Slice timING correction,float,,operation_performed == stc,no default,"CHECK AGAIN; DOCUMENTATION OPAQUE
retimg = TRUE, 
reorient = FALSE,
intern = FALSE, 
tr = 3, 
direction = ""z"", 
indexing = c(""up"", ""down""), 
acq_order = c(""contiguous"", ""interleaved""), 
verbose = TRUE",,,,,refslice,13.4,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,Slice time correction,STC interpolation,,,stc_interpolation,stc interpolation,stc interpolation,,,0,Interpolation method used for the slice timing,Slice timING correction,interpolation,,operation_performed == stc,sinc,(Hanning-windowed) sinc,,,,,interp,19,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,Motion correction,moco software,,,moco_software,moco software,moco software,,,0,Software used for the motion correction,,mri_software,,~single_preprocessing_software | operation_performed == moco,SPM - realign,FSL - MCFLIRT,,,motion_correction_software,,,,,,
1,0,0,preprocessing,Preprocessing,Preprocessing,Motion correction,moco version,,,moco_version,moco version,moco version,,,0,Software version used for the motion correction,,char,,~single_preprocessing_software | operation_performed == moco,"no default
",,,,,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,Motion correction,non-rigid registration,,,non-rigid_registration,non-rigid registration,non-rigid registration,,,0,Was non-rigid registration applied?,,boolean,,operation_performed == moco,no,no,,,,,,,,,
1,1,0,preprocessing,Preprocessing,Preprocessing,Motion correction,moco dof,,,moco_dof,moco dof,moco dof,,,0,Number of degrees of freedom for the motion correction,,radio,6 (rigid body transformation),operation_performed == moco,6,6,,,,,dof,15,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,Motion correction,motion-susceptibility correction used,,,motion-susceptibility_correction_used,motion-susceptibility correction used,motion-susceptibility correction used,,,0,Was motion-susceptibility correction used?,,boolean,,operation_performed == moco,no default,no,,,used_motion_susceptibiity_correction,,,,,,
1,0,0,preprocessing,Preprocessing,Preprocessing,Motion correction,motion-susceptibility correction software,,,motion-susceptibility_correction_software,motion-susceptibility correction software,motion-susceptibility correction software,,,0,Software used for the motion-susceptibility correction,,mri_software,,~single_preprocessing_software | operation_performed == moco,SPM - warp,"FSL - epi_reg -- this is not really part of motion correction, maybe have as separate line?",,,,,,,,,
1,0,0,preprocessing,Preprocessing,Preprocessing,Motion correction,motion-susceptibility correction method,,,motion-susceptibility_correction_method,motion-susceptibility correction method,motion-susceptibility correction method,,,0,Software version used for the motion-susceptibility correction,,char,,~single_preprocessing_software | operation_performed == moco,no default,,,,,,,,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,Motion correction,moco reference,,,moco_reference,moco reference,moco reference,,,0,Reference scan used for motion correction,,radio,first image | middle image | mean image (2 pass),operation_performed == moco,mean image,middle image,,,motion_correction_reference,,refvol,35,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,Motion correction,moco cost function,,,moco_cost_function,moco cost function,moco cost function,,,0,Similarity metric used for motion correction,,cost_function,,operation_performed == moco,,normalised cross correlation,,,motion_correction_metric,,sim,2.2,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,Motion correction,moco interpolation,,,moco_interpolation,moco interpolation,moco interpolation,,,0,Interpolation method used for motion correction,,interpolation,,operation_performed == moco,"4-th degree spline
",trilinear interpolation,,,motion_correction_interpolation,,interp,8,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Motion correction,moco parameters,,,moco_parameters,moco parameters,moco parameters,,,0,Any specific parameters for the motion correction that should be mentioned,,multiple dropdown,use of slice­-to-­volume registration methods | moco integrated with slice time correction | image transformations were combined to allow a single interpolation,operation_performed == moco,no default,"-cost: normcorr
-bins: 256
-dof: 6
-ref_vol: no_vols/2 
-scaling: 6.0
-smooth: 1.0
-verbose: 0
-stages: 3
- fov: 20mm
(other optional inputs)",,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Gradient distortion correction,,,,gradient_distortion_correction,gradient distortion correction,gradient distortion correction,,,0,,(If not already described as part of motion susceptibility correction),boolean,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion MRI eddy current correction,software,,,software,software,software,,DWI,0,,,char,SPM | FSL | Freesurfer | Brain voyager,1,,,,,,,,,,,
0,0,0,preprocessing,Preprocessing,Preprocessing,Diffusion MRI eddy current correction,integrated with motion correction,,,integrated_with_motion_correction,integrated with motion correction,integrated with motion correction,,DWI,0,,,,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion MRI eddy current correction,cost function,,,cost_function,cost function,cost function,,DWI,0,,,,Mutual information | Normalised mutual information | Entropy correlation coefficient | Normalised cross-correlation,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion MRI eddy current correction,,,,diffusion_mri_eddy_current_correction,diffusion mri eddy current correction,diffusion mri eddy current correction,,DWI,2,,"Type of transformation (e.g. rigid body, affine) and whether constrained only along the phase encode direction",,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion MRI eddy current correction,,,,diffusion_mri_eddy_current_correction,diffusion mri eddy current correction,diffusion mri eddy current correction,,DWI,2,Was gradient table (bmatrix) reoriented?,Note if gradient table (b­matrix) is then re­oriented,boolean,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion MRI eddy current correction,,,,diffusion_mri_eddy_current_correction,diffusion mri eddy current correction,diffusion mri eddy current correction,,DWI,2,,Volumetric change applied for eddy current along the phase­-encode axis (by the Jacobian determinant),char,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion estimation,,,,diffusion_estimation,diffusion estimation,diffusion estimation,,DWI,3,,"For all methods, report Model, parameterization and number of free parameters",char,Define method - ,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion estimation,,,,diffusion_estimation,diffusion estimation,diffusion estimation,,DWI,3,,"For all methods, report Estimation method",char,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion estimation,,,,diffusion_estimation,diffusion estimation,diffusion estimation,,DWI,3,,"For all methods, report Outlier handling approach",char,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion estimation,,,,diffusion_estimation,diffusion estimation,diffusion estimation,,DWI,3,,"For all methods, report Some evidence of fit quality; e.g. sample of slices of diffusion weighted data, or residual maps",char,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion estimation,Tensor or Kurtosis,,,tensor_or_kurtosis,tensor or kurtosis,tensor or kurtosis,,DWI,0,,"For Tensor or Kurtosis: Any parameter constraints, like cylindrical symmetry",,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion estimation,Multi-compartmental models,,,multi-compartmental_models,multi-compartmental models,multi-compartmental models,,DWI,0,,Compartments of the model,,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion estimation,Orientation distribution function,,,orientation_distribution_function,orientation distribution function,orientation distribution function,,DWI,2,,Parametric (model) or nonparametric (basis function) model,dropdown,parametric model | nonparametric model,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion estimation,Orientation distribution function,,,orientation_distribution_function,orientation distribution function,orientation distribution function,,DWI,2,,Whether orientation distribution function or fibre orientation density is reported,dropdown,Whether orientation distribution function or fibre orientation density is reported,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion estimation,Orientation distribution function,,,orientation_distribution_function,orientation distribution function,orientation distribution function,,DWI,2,,"For spherical deconvolution, note how the canonical fibre response function is derived (e.g. from the data themselves, or simulated data)",boolean,Was spherical deconvolution applied,1,,,,,,,,,,,
0,0,0,preprocessing,Preprocessing,Preprocessing,Diffusion processing,,,,diffusion_processing,diffusion processing,diffusion processing,,DWI,4,,"Summary measures computed (FA, MD, AD, RD, MK, AK, RK, etc.)",char,,1,,,,,,,,,,,
0,0,0,preprocessing,Preprocessing,Preprocessing,Diffusion processing,,,,diffusion_processing,diffusion processing,diffusion processing,,DWI,4,,Whether a track based or voxel-­wise method is used,dropdown,track based mehod | voxel-­wise method,1,,,,,,,,,,,
0,0,0,preprocessing,Preprocessing,Preprocessing,Diffusion processing,,,,diffusion_processing,diffusion processing,diffusion processing,,DWI,4,,Threshold used to define analysis voxels,float,,1,,,,,,,,,,,
0,0,0,preprocessing,Preprocessing,Preprocessing,Diffusion processing,,,,diffusion_processing,diffusion processing,diffusion processing,,DWI,4,,Use of population reference track atlas vs. custom atlas (specify set of subjects used to create atlas),dropdown,population reference track atlas | custom atlas,1,,,,,,,,,,,
0,0,0,preprocessing,Preprocessing,Preprocessing,Diffusion processing,,,,diffusion_processing,diffusion processing,diffusion processing,,DWI,4,,Standard deviation map (across subjects),,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion tractography,,,,diffusion_tractography,diffusion tractography,diffusion tractography,,DWI,4,,Name of software/method,char,Sofware | method,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion tractography,,,,diffusion_tractography,diffusion tractography,diffusion tractography,,DWI,4,,"Step size, turning angle and stopping criteria",float,Step size | turning angle | stopping criteria,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion tractography,,,,diffusion_tractography,diffusion tractography,diffusion tractography,,DWI,4,Was analysis ROI based?,"For ROI based analysis, definition of ROIs (e.g. specify the images used to draw ROIs; manual, semi-automatic or automatic definition of ROIs)",boolean,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion tractography,,,,diffusion_tractography,diffusion tractography,diffusion tractography,,DWI,4,,"For tracking, note step­-size, turning angle, any anatomical constraints imposed, and stopping criteria",float,For tracking: step­-size | turning angle | any anatomical constraints imposed | and stopping criteria,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Diffusion tractography,,,,diffusion_tractography,diffusion tractography,diffusion tractography,,DWI,4,,"If a measure of path probability / “connectivity” is extracted, clearly define this measure",char,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Perfusion,Arterial Spin Labeling,Modelling/post-processing scheme,Subtraction,subtraction,subtraction,subtraction,,ASL,0,,"Specify whether simple subtraction, running, sinc­-subtraction, etc.",dropdown,simple subtraction | running | sinc­-subtraction | etc.,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Perfusion,Arterial Spin Labeling,Modelling/post-processing scheme,Quantitative models,quantitative_models,quantitative models,quantitative models,,ASL,0,,"Specify model used, number of free parameters",char,model used | number of free parameters,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Perfusion,Dynamic Susceptibility Contrast MRI,,,dynamic_susceptibility_contrast_mri,dynamic susceptibility contrast mri,dynamic susceptibility contrast mri,,SWI,3,,"How concentration time curves are calculated, e.g. use of T1 corrections (if short TR) or corrections for leakage",,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Perfusion,Dynamic Susceptibility Contrast MRI,,,dynamic_susceptibility_contrast_mri,dynamic susceptibility contrast mri,dynamic susceptibility contrast mri,,SWI,3,,Selection of arterial input function (e.g. manual or automatic with reference to method),char,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Perfusion,Dynamic Susceptibility Contrast MRI,,,dynamic_susceptibility_contrast_mri,dynamic susceptibility contrast mri,dynamic susceptibility contrast mri,,SWI,3,,Deconvolution method (kinetic model) to estimate residue function (e.g. SVD or parametric model),char,,1,,,,,,,,,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Perfusion,Dynamic Susceptibility Contrast MRI,,,dynamic_susceptibility_contrast_mri,dynamic susceptibility contrast mri,dynamic susceptibility contrast mri,,SWI,3,,"Details of parameter calculations (e.g. CBF, CBV, MTT, TTP, Tmax)",char,,1,,,,,,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,func-anat coreg,func-anat coreg software,,,func-anat_coreg_software,func-anat coreg software,func-anat coreg software,,,0,Software used for the functional - anatomical coregistration,,mri_software,,~single_preprocessing_software | operation_performed == func-anat_coreg,SPM,FSL,,,,,,,,,
1,0,0,preprocessing,Preprocessing,Preprocessing,func-anat coreg,func-anat coreg version,,,func-anat_coreg_version,func-anat coreg version,func-anat coreg version,,,0,Software version used for the functional - anatomical coregistration,,char,,~single_preprocessing_software | operation_performed == func-anat_coreg,no default,,,,,,,,,,
1,1,0,preprocessing,Preprocessing,Preprocessing,func-anat coreg,func-anat coreg method,,,func-anat_coreg_method,func-anat coreg method,func-anat coreg method,,,0,Method used for the functional - anatomical coregistration,,char,,operation_performed == func-anat_coreg,Rigid-body (6 parameter model),Affine (12 parameter model),,,functional_coregistration_method,,,,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,func-anat coreg,func-anat coreg target volume,,,func-anat_coreg_target_volume,func-anat coreg target volume,func-anat coreg target volume,,,0,Target volume used for the functional - anatomical coregistration,,char,,operation_performed == func-anat_coreg,no default,no default,,,,,tgtvol,81.5,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,func-anat coreg,func-anat coreg source volume,,,func-anat_coreg_source_volume,func-anat coreg source volume,func-anat coreg source volume,,,0,Source volume used for the functional - anatomical coregistration,,char,,operation_performed == func-anat_coreg,no default,no default,,,,,srcvol,40,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,func-anat coreg,func-anat coreg dof,,,func-anat_coreg_dof,func-anat coreg dof,func-anat coreg dof,,,0,Number of degrees of freedom for the functional - anatomical coregistration,"Type of transformation (rigid: 6 degrees of freedom, nonlinear); if nonlinear, type of transformation",float,,operation_performed == func-anat_coreg,6,12,,,,,dof,8,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,func-anat coreg,func-anat coreg cost function,,,func-anat_coreg_cost_function,func-anat coreg cost function,func-anat coreg cost function,,,0,Similarity metric used for functional - anatomical coregistration,Image similarity metric,cost_function,,operation_performed == func-anat_coreg,mean-squared difference,boundary-based registration,,,,,sim,4,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,func-anat coreg,func-anat coreg interpolation method,,,func-anat_coreg_interpolation_method,func-anat coreg interpolation method,func-anat coreg interpolation method,,,0,Interpolation method used for the functional - anatomical coregistration,,interpolation,,operation_performed == func-anat_coreg,4-th degree spline,trilinear interpolation,,,,,interp,2,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,Distortion correction,,,,distortion_correction,distortion correction,distortion correction,,,0,Was any distortion correction due to field or gradient nonlinearity used?,Use of any distortion correction due to field or gradient nonlinearity,boolean,,1,,,,,,,,,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg software,,,intersubj_reg_software,intersubj reg software,intersubj reg software,,,0,Software used for intersubject registration,,mri_software,,~single_preprocessing_software | operation_performed == intersubj_reg,SPM,FSL,,,intersubject_registration_software,,,,,,
1,0,0,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg version,,,intersubj_reg_version,intersubj reg version,intersubj reg version,,,0,Software version used for intersubject registration,,char,,~single_preprocessing_software | operation_performed == intersubj_reg,no default,,,,,,,,,,
1,0,0,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg Method,,,intersubj_reg_method,intersubj reg method,intersubj reg method,,,0,Specify method used for intersubject registration,,radio,FSL flirt followed by fnirt | FreeSurfer | Caret | Workbench,operation_performed == intersubj_reg,Segmenation,FNIRT,,,,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg volume surface,,,intersubj_reg_volume_surface,intersubj reg volume surface,intersubj reg volume surface,,,0,Was the registration volume or surface based?,,radio,surface | volume,operation_performed == intersubj_reg,volume,volume,,,,,,,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg source image modality,,,intersubj_reg_source_image_modality,intersubj reg source image modality,intersubj reg source image modality,,,0,What was the modality of the source volume?,,radio,T1 | T2*,operation_performed == intersubj_reg,no default,no default,,,,,srcvol,25,,yes,FOR INCLUSION/EXCLUSION CRITERIA
1,0,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg preprocessing,,,intersubj_reg_preprocessing,intersubj reg preprocessing,intersubj reg preprocessing,,,0,Was any additional preprocessing required?,"Any preprocessing to images; e.g. for T1, segmentation of gray matter; for T2*, single image (specify image) or mean image",char,,operation_performed == intersubj_reg,no default,segmentation of T1 (using FAST),,,,,,,,yes,FOR INCLUSION/EXCLUSION CRITERIA
1,1,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg template space,,,intersubj_reg_template_space,intersubj reg template space,intersubj reg template space,,,0,Name of coordinate space for registration target,,radio,MNI | Talairach | fsaverage | FS_LR,operation_performed == intersubj_reg,no default,MNI152,,,coordinate_space,,tgtspace,79,,yes,standard space necessary to interpret coordinates
1,1,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg target space modality,,,intersubj_reg_target_space_modality,intersubj reg target space modality,intersubj reg target space modality,,,0,What was the modality of the target volume?,,radio,T1 | T2*,operation_performed == intersubj_reg,no default,T1,,,,,mod,25,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg target space resolution,,,intersubj_reg_target_space_resolution,intersubj reg target space resolution,intersubj reg target space resolution,,,0,Voxel size of target template in millimeters,,radio,2 mm | 3 mm | fsaverage5 | 32k_FS_LR,operation_performed == intersubj_reg,no default,2 mm,,,target_resolution,,tgtres,5,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg target image,,,intersubj_reg_target_image,intersubj reg target image,intersubj reg target image,,,0,Name of target template image,"the specific name of template image; note the domain of the template if not whole brain, i.e. cortical surface only, cerebellum only, CIFTI ‘grayordinates’ (cortical surface vertices + subcortical gray matter voxels), etc.",char,,operation_performed == intersubj_reg,no default,/opt/fsl/6.0.1/data/standard/MNI152_T1_2mm_brain,,,target_template_image,,tgtvol,25,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg extra,,,intersubj_reg_extra,intersubj reg extra,intersubj reg extra,,,0,Specify any additional template transformation,"e.g., if using a template in MNI space, but reporting coordinates in Talairach, clearly note and report method used (e.g., Brett’s mni2tal, Lancaster’s icbm_spm2tal)",char,,operation_performed == intersubj_reg,no default,,,,,,,,,yes,standard space necessary to interpret coordinates
1,1,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,warp choice,,,warp_choice,warp choice,warp choice,,,0,What type of registration was used?,,boolean,rigid | non-linear,operation_performed == intersubj_reg,"non-linear
",non-linear,,,intersubject_transformation_type,,model,25,,,
1,1,0,preprocessing,Preprocessing,Preprocessing,intersubj reg,non linear type,,,non_linear_type,non linear type,non linear type,,,0,"If nonlinear registration was used, describe transform method","if a parametric transformation is used, report resolution, e.g., 10x10x10 spline control points",radio,B­-splines | stationary velocity field | momentum | non­parametric displacement field,operation_performed == intersubj_reg,B-splines,10 mm,,,nonlinear_transform_type,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,regularization used,,,regularization_used,regularization used,regularization used,,,0,"Was regularization used?
",,boolean,,1,yes,bending_energy,,,,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,regularization parameters,,,regularization_parameters,regularization parameters,regularization parameters,,,0,Parameter(s) used to set degree of regularization,,char,,operation_performed == intersubj_reg,very light regularization (0.0001),determined empirically for each category of images,,,,,,,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg interpolation,,,intersubj_reg_interpolation,intersubj reg interpolation,intersubj reg interpolation,,,0,Interpolation method used for intersubject registration,,interpolation,,operation_performed == intersubj_reg,4th degree spline,trilinear,,,interpolation_method,,interp,5,,,
0,0,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg vol2surf interpolation,,,intersubj_reg_vol2surf_interpolation,intersubj reg vol2surf interpolation,intersubj reg vol2surf interpolation,,,0,"if projection from volume to surface space, how were voxels sampled from the volume ",,dropdown,trilinear | nearest neighbor | ribbon­-constrained specifying inner and outer surface use,intersubj_reg_used  == 1,,,,,,,,,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg cost function,,,intersubj_reg_cost_function,intersubj reg cost function,intersubj reg cost function,,,0,Similarity metric used for intersubject registration,,radio,correlation ratio | mutual information | boundary-based registration,operation_performed == intersubj_reg,mutual information,sum-of-squared differences,,,transform_similarity_metric,,sim,1.1,,,
1,1,1,preprocessing,Preprocessing,Preprocessing,intersubj reg,intersubj reg masking,,,intersubj_reg_masking,intersubj reg masking,intersubj reg masking,,,0,Use of cost­-function masking,,boolean,,operation_performed == intersubj_reg,,binary mask in space of --ref image,,,,,mask,0.5,,,
1,1,0,preprocessing,Preprocessing,Preprocessing,intersubj reg,resampled voxel size,,,resampled_voxel_size,resampled voxel size,resampled voxel size,,,0,"Voxel size in mm of the resampled, atlas-space images",,char,,operation_performed == intersubj_reg,2 2 2,2 mm (determined by target template),,,resampled_voxel_size,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,anatomical Image Intensity correction,,,,anatomical_image_intensity_correction,anatomical image intensity correction,anatomical image intensity correction,,,0,Specify the type of intensity correction of the anatomical image,Bias field corrections for anatomical MRI,char,,1,"[Bias regularisation is used, but a-priori not specified for either structural or functional image]",option in FAST (segmentation),,,,,,,,,
1,0,1,preprocessing,Preprocessing,Preprocessing,Functional Image Intensity correction,,,,functional_image_intensity_correction,functional image intensity correction,functional image intensity correction,,,0,Specify the type of intensity correction of the functional images,Correction of odd versus even slice intensity differences attributable to interleaved EPI acquisition without gaps,char,,stc_method == 'interleaved'_or_'other',"[Bias regularisation is used, but a-priori not specified for either structural or functional image]",???,,,,,,,,,
